id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answer,explanation,image
90,探傷器の感度目盛を15dB から35dB にしたとき、きずの指示の大きさは何倍となるか。 次のうちから近いものを一つ選べ。,2 倍,4 倍,10 倍,20 倍,,c,"P82 6.1.5 6.3 式 対数について 例えばｍ=logaN のとき am=N と書き換えることができる。 説問は，出力電圧V0，入力電圧Vi とすると利得G は，G=20log10(V0/Vi)=20 変形して log10(V0/Vi)=1 ＊15 ㏈→35 ㏈＝20 ㏈上げたこと 書き換えると V0/Vi =101=10, ∴ Vi=1 とするとV0＝10(倍) 補＞電卓の使い方 20÷20＝10X ＝の順で10 と表示する。 ↳20dB のこと また，増幅度2 倍の場合は、20log(2)=6 つまり6ｄB となる。",
92,次は，探傷器の直交出力電圧成分 Ex と Ey ときず信号の位相角 θ との間の関係について示したも のである。正しいものを一つ選び記号で答えよ。,θ ＝ Ex / Ey,θ ＝ Ey / Ex,θ ＝ tan-1（Ex / Ey）,θ ＝ tan-1（Ey / Ex）,,d,100P 6.6.1，125P 7.3.1(2)2)②位相法 旧ETⅡテキスト117P 図7.45 一般的な渦電流探傷器の表示画面は，試験コイルのインピーダンス変化が，図に示すベクトル軌跡とし て観測することができる。この表示画面は，直交する出力電圧成分EX とEY より成立っており，伝熱管 の保守検査では，直交出力電圧成分を2 ペンレコーダーなどにより同時に記録を取り，チャート波形 よりきず信号の位相角 θ = tan-1（Ey/Ex）を計算によって求めている。したがって正答は(d)となる。,et_2022_04_q92.png
93,リモートフィールド渦流試験による鋼管の探傷試験について、正しいものを一つ選べ。,管の外面きずよりも内面きずに対する検出感度が高い。,管の内面きずよりも外面きずに対する検出感度が高い。,管の内面と外面のきずを同等の感度で検出する。,管の内面きずは検出できるが、外面きずは検出できない。,,c,（新問題集に解説あり） 191P 9.2.1 (c)が正しい。 補＞非磁性の熱交換器伝熱管渦電流探傷試験は，励磁コイルと検出コイルの配置は近接しており，ニャー フイールドとも言え，励磁と検出コイルの電磁的結合は強い。一方，リモートフィールドでは，励磁コイル と検出コイルは管径の2 倍以上の配置となり直接の電磁的結合は極端に弱くなり，管外面を軸方向に伝わ る電磁エネルギーのほうが強く，検出コイル部で管内に入り込む電磁エネルギーを利用している。 特徴は，以下のとおり。 ①ある程度きず深さ評価できる。 ②内外面のきずはほぼ同等に検出できるが，内外の区別はできない。 ③試験速度は遅い。 ④割れ等の体積が小さいきずは検出し難い。 ⑤エネルギーが管外面を伝うため，支持板付近はエネルギーが遮断され，不感帯となる。,
94,次の文は，電磁誘導法による膜厚測定時の注意事項について述べたものである。 正しいものを一つ選び， 記号で答えよ。,試験体の端部で測定する。,表皮深さに比べて十分薄い試験体とする。,試験体と試験コイルが密着するようにする。,測定装置のウォームアップは不要である。,,c,190P 9.1.2 電磁誘導法への影響因子を極力排除することを考えればよい。すなわち端部効果を抑制するためにできる だけ 試験体の中央部で測定し，リフトオフ効果を抑制するために試験コイルと試験体の距離が一定とな るように密着させ，表皮深さの影響が出ないように表皮深さより十分に厚い試験体を用いることである。 装置のウォームアップは膜厚測定に限らず測定器の使用上での必須事項である。,
95,渦電流試験による膜厚測定について述べた。次のうちから正しいものを一つ選べ。,アルミ板上のテフロン被膜やプラスチック被膜測定は、磁気抵抗の変化を利用している。,鋼板上の塗料被膜の測定や銅メッキの測定は、リフトオフ効果を利用している。,一般に非磁性金属上の非磁性金属膜の膜厚測定は困難であるが、母材金属と被膜素材とに電磁気的 差異がある場合は可能である。,アルマイト処理被膜の測定は、母材のアルミニウムとアルマイト被膜（酸化被膜）の導電率が近い ので困難である。,,c,190P 9.1.2 非磁性金属上の非導電性被膜の厚さか、強磁性金属上の非導電性被膜の厚さかによって異なる。,
96,渦電流試験による厚さ測定が可能なものはどれか。次のうちから正しいものを選べ。,アルミニウムに塗装したエポキシ樹脂膜,ほうろうに塗布したエポキシ塗料膜,セラミック上のエポキシ塗料膜,銅板上のアルミニウム箔,,a,190P 9.1.2 (a)が正しい。○ (b)ほうろう，エポキシは両方とも非導電体。☓ (c)セラミック，エポキシは両方とも非導電体。☓ (d)薄膜も母材も電気が流れてしまうため、どちらがどの程度反応しているか分からない。☓,
97,次は渦流探傷試験における対比試験片の利用目的について述べた。正しいものを一つ選べ。,試験周波数の測定,傷試験感度の向上,試験速度の向上,試験条件の設定,予備運転時間の短縮,d,110P 7.2.3(2) 対比試験片の使用目的は，①渦電流探傷装置の調整，②渦電流探傷装置の性能の点検，③合否判定基準 の設定，④探傷感度の設定，⑤総合性能の確認，となっている。(d)が正しい。,
98,小径鋼管の渦電流探傷試験において，探傷器の同期検波によって抑圧できる雑音について述べたもの である。正しいものを一つ選び，記号で答えなさい。,送り装置によるガタ雑音,管の肉厚変化,試験体の端末部で発生する雑音,外来の雑音,,a,84P 6.1.6，115P 7.2.4(2)3)，144P 8.1.1 表8.1.3 同期検波器で抑制できる雑音は，雑音の位相がほぼ一定で，きず信号と雑音に位相差があることが必要 であり，(a)が正しい。(b)(c)は雑音の位相がほぼ一定とは言えない。(d)は再現性がない。 補＞雑音の位相がほぼ一定で，きず信号と雑音に位相差があるためには，適正な試験周波数の選択が重 要となる。,
99,渦電流探傷試験における疑似指示または雑音について述べたものである。正しいものを一つ選べ。,試験体の寸法変化および材質不均一による指示は、試験を繰返すと再現しないから判別できる。,送り装置の調整不良による雑音は、試験を繰返し行ってもノイズがほぼ同じ位置に発生することが ないので判別できる。,外来雑音の場合には、再試験によって指示がほぼ同じ位置に発生するので判別できる。,位相調整の不良は、調整つまみを再調整した後の再試験によって雑音が小さくなることから判別で きる。,,d,（新問題集に解説あり） 117P 7.2.6(2) 表7.2.2 (a) 再現性がある。☓ (b) 再現性がある。☓ (c) 再試験で再現性がないことで判別する。☓ (d) 雑音が小さくなる。〇,
100,次は鋼管の渦流探傷試験後におけるきずの確認方法について述べたものである。適切なものを選べ。,試験周波数を変えて再試験する。,他の非破壊試験方法により再確認する。,磁気飽和電流を小さくして再試験する。,試験体を90°ずつ回転して再試験する。,試験速度を遅くして再試験する。,b,117P 7.2.5，118P 7.2.6(2) 表7.2.2 鋼管の渦電流試験後のきず指示の確認方法なので，表7.2.2 に従う。 また，7.2.5 項では，確認方法として，再試験と，目視，磁粉探傷，などの他の試験方法を用いるとして いる。(b)が正しい。,
101,鋼管の渦電流探傷試験におけるきずの確認方法について述べたものである。正しいものを一つ選び， 記号で答えなさい。,試験周波数を変えて再試験を行う。,試験速度を変えて再試験を行う。,前に設定した同じ探傷条件で再試験を行う。,位相を変えて再試験を行う。,,c,117P 7.2.5，118P 7.2.6(2) 表7.2.2 7.2.5 項参照。一般に再現性を見るため，同一試験条件で再試験を行う。必要によって，探傷条件を変 えて再試験する。鋼管の渦電流試験後のきず指示の確認方法なので，表7.2.2 に従う。 また，7.2.5 項では，確認方法として，再試験と，目視，磁粉探傷，などの他の試験方法を用いるとして いる。(c)が正しい。,
102,鋼管の渦電流探傷試験における疑似指示の確認方法について述べたものである。正しいものを一つ選 び，記号で答えなさい。,直流磁気飽和コイルの電流を小さくして再試験する。,位相と感度を変えて再試験する。,試験体を回転して再試験する。,同じ条件で再試験する。,,d,118P 7.2.6(2) 表7.2.2 疑似指示の確認方法なので，表7.2.2 に従う。 また，7.2.6(2)項では，再試験を行うのは，1)指示がきずかどうか疑わしいとき，2)定期的な探傷条件 の確認の際異常が発見されたとき，となっている。特に1)ではきず信号または雑音が再現性があるかど うかを確認する。そのためには，(d)同じ条件で再試験する，が正しい。,
103,渦電流探傷試験における疑似指示について述べたものである。正しいものを一つ選びなさい。,磁気飽和不足による雑音は，一般にきず信号と同様に単発的なパルスとして発生するので，きず信 号と識別することが困難である。,試験体の材質不均一による指示は，再試験を行うことによりきず信号と識別できる。,送り装置の調整不良に起因する雑音は，再試験において異なる位置に発生するので，きず信号と識 別できる。,外来雑音は，一般に試験を繰り返す毎に異なるので，再試験によりきず信号と識別できる。,,d,118P 7.2.6(1) 表7.2.2 (a)は全面的な大きな雑音。☓ (b)はきず信号と識別しにくい。☓ (c)送り装置の不良は，再現性がある。☓ (d)正しい。〇,
104,貫通コイルを用いた渦電流探傷試験における雑音について述べたものである。正しいものをーつ選び， 記号で答えなさい。,外来雑音は，一般に試験体の全長にわたり現れる。,数多くの試験体においてほぼ同じ位置に発生する雑音は，送り装置の調整不良が原因である。,試験体の形状や寸法の変化による雑音は再試験によって再現しない。,試験周波数か適切でないときには，単発的なパルス状の雑音が発生する。,,b,118P 7.2.6(1) 表7.2.2 (a)外来雑音は単発的なパルス状。☓ (b)〇 (c)試験体の形状寸法変化は再現性があり，目視などで確認する。☓ (d)試験周波数が不適切な時は雑音が発生するとは限らない。定期的に探傷条件を確認し，試験周波数 が不適切な状態で試験した分があれば正しい条件で再試験する。☓,
105,鋼管製造時の渦電流探傷試験で発生する疑似指示について述べたものである。正しいものをーつ選び， 記号で答えなさい。,全面的に大きなノコギリ歯状の大きな雑音が検出された場合、磁化電流を少し下げて再試験を行う。,送り装置の調整不良による雑音は、同じ位置に発生することが多いので、送り装置を調整し再試験 を行う。,打痕やロールマークは形状が大きくても信号は小さいので、あまり問題にならない。,外来電気ノイズは周期的に発生し、再現性も良いので確認が容易である。,,b,118P 7.2.6(1) 表7.2.2 (a)外来雑音と磁化電流値は関連性がない。☓ (b)〇 (c)信号が小さいとは断定できない。☓ (d)周期的とは限らない。☓,
106,貫通プローブを用いる渦電流探傷試験における疑似指示について述べたものである。正しいものを選 べ。,打こんやロールマークは形状が小さければ指示は小さい。,外来電気ノイズは、再現性がない。,送り装置の心合わせ不良に起因するノイズは、試験体の同じ位置に発生することはない。,磁気飽和不足に起因するノイズは、磁気飽和装置の磁化電流値の強さを変えても確認できない。,,b,118P 7.2.6(1) 表7.2.2 表7.2.2 のとおり，(b)が正しい。,
107,貫通コイルによる渦流探傷試験において、直流磁気飽和を必要とする材料は次のうちのどれか。正し いものを選べ。ただし特に指定のない限り、温度は常温とする。,18Cr-8Ni オーステナイトステンレス,チタン合金,合金鋼（1000゜C）,13Cr ステンレス鋼,アルミニウム,d,（問題集解答欄に解説あり） 92P 6.2.4 強磁性体であるかどうかで見分ける。(d)はマルテンサイト系ステンレスで強磁性。 (a)(b)(e)は非磁性体。 (c)はキュリー温度以上なので非磁性。,
108,強磁性材料の渦流探傷に際して，磁気飽和を行う理由について述べたものである。正しいものを一つ 選べ。,表皮深さを浅くするため,磁性（磁気）ノイズ（磁気特性の不均一による雑音）を抑圧するため,きず信号の位相をそろえるため,渦電流を試験体表面近傍に集中させるため,,b,46P 3.3.4，92P 6.2.4 磁気ノイズ：交流磁界の作用によって生じる強磁性体の増分透磁率の微小変化が，コイル出力に 影響を及ぼすノイズ。この影響は強磁性体を磁気飽和することにより除去される。（b）が正解。,
109,次の文は脱磁について述べたものである。正しいものを一つ選べ。,計測器に使われる黄銅管は、渦流探傷後脱磁を行わなければならない。,鋼管の渦流探傷試験において、後工程でキュリー温度以上に加熱される場合、脱磁は不要である。,鋼管の渦流探傷試験後の脱磁は、常に、直流の極性を交互に反転させながら、電流値を小さくして いくことによって行われる。,鋼線の微細きずを検出しようとするときは、疑似指示が生じないように、渦流探傷試験の前に脱磁 を行う。,,b,44P 3.3.3(3)， 45P 3.3.4 (a) 黄銅管は非磁性なので，脱磁は不要。✕ (b) 鋼管をキュリー温度以上に加熱すると，常磁性体の性質になる。その後冷却されると強磁性体の性質 に戻るが，消磁状態（脱磁した状態）は維持される。○ (c) 脱磁は，通常は交流磁界を用いるので誤り。脱磁は試験体の磁気飽和磁束密度の80％以上の磁界を 与え，徐々に下げていく。また，交流の表皮効果で内部まで脱磁できないような大きな試験体は，必 要に応じて，直流脱磁を併用する。✕ (d)「渦電流試験の前に脱磁を行う。」✕→「渦電流試験中に磁気飽和を行う。」が正しい。,
110,次の文は、残留磁気と脱磁について述べたものである。正しいものを一つ選べ。,脱磁には一般に直流脱磁を行うが、交流脱磁と併用すると効果は下がる。,磁気飽和を併用した鋼管の探傷では、必ず脱磁を行わなければならない。,一般に交流脱磁では商用電源を用いるが、大きな試験体ではこのような低周波でも深部まで脱磁が できない。,次の工程あるいは製品において残留磁気が悪影響を及ぼす恐れがないときなどに脱磁を行う。,,c,"44P 3.3.3(3)， 45P 3.3.4, 92P 2.5 脱磁は，通常は交流磁界を用いるので、表皮効果の影響により深部まで脱磁ができない。",
111,次の文は，貫通プローブを用いた渦電流試験による厚肉の鋼管の探傷における脱磁について述べたも のである。正しいものを一つ選び，記号で答えなさい。,交流脱磁の場合は，表皮効果により試験体の内部まで脱磁が可能である。,交流脱磁の場合は，表皮効果により試験体の全断面を均一に脱磁が可能である。,直流脱磁の場合は，表皮効果により試験体の表面の脱磁が困難である。,表面から内部まで脱磁するには交流脱磁と直流脱磁の組み合わせが有効である。,,d,44P 3.3.3(3)， 45P 3.3.4 厚肉鋼管の渦電流探傷試験後に交流脱磁を行なう場合，交流磁束の表皮効果により鋼管内部に残留磁気 が残るため，一般に直流による転極脱磁後に交流脱磁を併用して行なわれる。正答は(d)となる,
112,連続して行う渦電流探傷試験において、形状及び寸法が同じで、導電率が低い試験体を探傷すること になった。渦電流分布が同じ状態で探傷するための措置として、正しいものを次の中から一つ選び、 記号で答えなさい。,試験プローブの充填率を高くする。,試験プローブの充填率を低くする。,試験周波数を高くする。,試験周波数を低くする。,,c,"53P 4.2.2 4.8 式，63P 4.5.2，113P 7.2.4(2)1)，128P 7.3.4(1)1)①，135P 7.4.4(3)， 154P 8.2.1(4) 63P 4.5.3 の記述のとおり，銅のような導電率の高い試験体は，低い周波数でも表皮深さは浅くなり, 逆にチタンのように導電率の低い金属の場合は,周波数を高くしないと渦電流を集中させられない。 補＞その上で，丸棒の特性周波数 fc = 1 (2𝜋𝜎𝜇𝑏2) ⁄ や薄肉管用特性周波数 𝑓𝑐(𝑡𝑢𝑏𝑒) = 2 𝜋𝜇𝜎𝑡(𝑏−2𝑡) ⁄ の式を使ったf/fc の値を決めることにより，試験体の寸法や導電率などが異なる試験体でも同じf/fc 値を適用すれば，同じ条件で試験ができる。",
113,渦電流探傷試験における試験周波数の設定に際し，考盧しなければならないものは何か。次のうち から正しいものをーつ選び，記号で答えなさい。,渦電流の表皮深さ,試験プロープの充填率,試験プローブの直径,フィルタの周波数,,a,53P 4.2.2 4.8 式，63P 4.5.2，113P 7.2.4(2)1)，128P 7.3.4(1)1)①，135P 7.4.4(3)， 154P 8.2.1(4) 63P 4.5.2 の記述のとおり，通常，渦電流試験は，表皮深さの条件が重視される。a）が正しい。 補＞その上で，丸棒の特性周波数 fc = 1 (2𝜋𝜎𝜇𝑏2) ⁄ や薄肉管用特性周波数 𝑓𝑐(𝑡𝑢𝑏𝑒) = 2 𝜋𝜇𝜎𝑡(𝑏−2𝑡) ⁄ の式を使ったf/fc の値を決めることにより，試験体の寸法や導電率などが異なる試験体でも同じf/fc 値を適用すれば，同じ条件で試験ができる。,
114,渦電流探傷試験における試験周波数の設定に際して、最も考慮すべきものは何か。次のうちから正 しいものを選べ。,端末効果,速度効果,試験体の導電率,記録計の応答速度,,c,53P 4.2.2 4.8 式，63P 4.5.2，113P 7.2.4(2)1)，128P 7.3.4(1)1)①，135P 7.4.4(3)， 154P 8.2.1(4) 63P 4.5.2 の記述のとおり，通常，渦電流試験は，表皮深さの条件が重視される。表皮深さに最も関係 するのは導電率である。 補＞その上で，丸棒の特性周波数 fc = 1 (2𝜋𝜎𝜇𝑏2) ⁄ や薄肉管用特性周波数 𝑓𝑐(𝑡𝑢𝑏𝑒) = 2 𝜋𝜇𝜎𝑡(𝑏−2𝑡) ⁄ の式を使ったf/fc の値を決めることにより，試験体の寸法や導電率などが異なる試験体でも同じf/fc 値を適用すれば，同じ条件で試験ができる。,
115,アルミニウム合金製の航空機部品に対し、上置プローブを用いた渦電流探傷において用いる周波数は どれくらいか。正しいものを一つ選び、記号で答えなさい。,1kHz～10kHz,10kHz～50kHz,50kHz～500kHz,1MHz～6MHz,,c,（問題集解答欄に解説あり） 135P 7.4.4 航空機部品に用いられるアルミニウム合金の場合は、きず信号とリフトオフ雑音の位相差が最大となる 周波数50kHz～500kHz を使用する。,
116,貫通プローブによる非磁性管の渦電流探傷試験において，適正周波数が16kHz であった。導電率， 管径および管厚が２倍になるが，きずの深さは同じである場合に，適正周波数は何kHz になるか。次 のうちから正しいものを一つ選び，記号で答えなさい。,2kHz,4kHz,8kHz,16kHz,,a,（新問題集に解説あり） 53P 4.2.2 4.8 式，154P 8.2.1(4)1） 154P より薄肉管用特性周波数は 𝑓𝑐(𝑡𝑢𝑏𝑒) = 2 𝜋𝜇𝜎𝑡(𝑏−2𝑡) ⁄ 導電率，管径，管厚がそれぞれ2 倍なので， 2 𝜋𝜇2𝜎2𝑡(2𝑏−2・2𝑡) ⁄ = 2 𝜋𝜇2𝜎2𝑡2(𝑏−2𝑡) ⁄ = 1 8 {2 𝜋𝜇𝜎𝑡(𝑏−2𝑡) ⁄ } = 1 8 𝑓𝑐(𝑡𝑢𝑏𝑒) ここで，𝑓𝑓𝑐(𝑡𝑢𝑏𝑒) ⁄ を同一にして試験するためには，𝑓𝑐(𝑡𝑢𝑏𝑒) が1/8 なので，𝑓 も1/8 となる。 16×1/8＝2 従って(a)が正しい。,
117,貫通コイルによる非磁性管の探傷試験において、管の内外面きずをほぼ同等の感度で検出するための 試験周波数の選定方法について述べたものである。正しいものを一つ選べ。,内面きずの信号が大きくなるように高い周波数を選定する。,外面きずの信号が小さくなるように高い周波数を選定する。,内外面のきず信号大きさが同じになるように、周波数を選定する。,外面きずの信号が最大になるような周波数を選定する。,,c,153P (4) １つの考え方として管の内面と外面のきずをほぼ同等の感度で検出することを目的としている。との記 述ある。,
118,強磁性体の材質試験について述べたものである。正しいものを一つ選べ。,鉄鋼材料は、化学成分、熱処理、機械加工などにより磁気的特性が変化することを利用している。,鉄鋼の炭素量と初透磁率の間には有意な相関がないので、初透磁率は材質判別には用いられない。,強磁界を利用する方法では、初透磁率など透磁率の変化を利用している。,弱磁界を利用する方法では、材質による飽和磁束密度の変化を利用している。,,a,（問題集解答欄に解説あり） 187P 9.1.1 解説を参考にされたい,
119,管の渦電流探傷試験について述べたものである。正しいものをーつ選び，記号で答えなさい。,貫通プローブの適用による試験は回転プローブを用いる場合に比べて低速度である。,貫通プロープを用いると円周方向の割れが高感度に検出できる。,回転プローブを用いると貫通プローブの場合に比べてより小さなきずが検出できる。,回転プローブを用いると軸方向に長いきずの検出が困難となる。,,c,"94P 6.4.1，107P 7.1.3，144P 8.1.1(3)2)。 回転プローブは上置コイルを用いるため，有効範囲が狭く試験体全面探傷には低速度だが,貫通コイル より微細なきずの検出が可能である。c）が正しい。 d）回転プローブを使用する目的の一つは，貫通プローブが検出しにくい軸方向に長いきずを検出するこ と。",
120,差動方式の貫通プローブを用いた棒鋼の渦電流探傷試験で，一般に検出しやすいきずはどれか。次 のうちから正しいものを一つ選び，記号で答えなさい。,ヘゲきず,折れこみ,噛み出し,線状きず,,a,149P 8.1.2(2)1)及び表8.1.4 貫通コイルは棒鋼の探傷に限らず，一般的には差動比較の試験コイルが使われていることを知っておく必 要がある。これを知っていれば軸方向に長い，あるいは線状きずは検出が難しいことが判るはずである。 したがってb)c)d)は長手きずなので，正解からはずれる。したがって正解はa)となる。 補＞棒鋼に関しては，ヘゲ，ロールマーク，虫食いを押さえておきたい。 咄み出し：孔型を有する圧延ロールを用いた圧延においては、孔型からずれないように圧延材を次の 圧延機のワークロールの孔型に噛みこませることが重要となる。とはいえ、様々な原因により、圧延 材がパスラインからずれる状況下となり、圧延材が孔型の真中心に入らず、噛み出してしまうことと なる。⇒軸方向に長いきずであると考えられる。,
121,蒸気発生器や復水器などの伝熱管において，使用中に発生すると考えられるきずはどれか。次のう ちから正しいものを一つ選び，記号で答えなさい。,焼割れ,内面かぶれ,腐食,ヘゲきず,,c,176P 8.5.1 図8.5.2 テキストは潰食との表記であるが、腐食と置き換える。,
122,"黄銅管の内挿プローブによる探傷において試験周波数を高くしたとき, きず深さによる位相の変化幅 を示したものである。正しいものを一つ選び記号で答えよ。",小さくなる,変わらない,大きくなる,試験体の寸法による。,,c,"128P 7.3.4(1)2)① 渦電流探傷試験において試験周波数を高くすると, 表皮効果により表皮深さは浅くなるが, きずによ る位相の変化は大きくなる。したがって, 正答は（ｃ）となる。",
123,内挿コイルによる渦流試験における、管内径と内面きずの検出感度の関係について述べたものである。 正しいものを一つ選べ。,管内径が広がると、きずの検出感度が高くなる。,管内径が広がると、きずの検出感度が低くなる。,管内径が試験コイル径に近付けば、検出感度は低くなる。,管内径が小さくなると、きずの検出感度が低くなる。,,b,65P 4.5.6 管内径が広がり、内挿プローブの径が変わらないのであれば検出感度は低くなる。 設問に内挿プローブ径は触れていないが、正解から解釈した。,
124,内挿プローブによる伝熱管の渦電流探傷試験において，貫通ドリル穴によって発生する信号の位相を 135°に，かつガタ雑音をO°近傍になるように試験周波数を設定したとき，外面きずの信号は次のど の位相範囲に現れるか。正しいものを一つ選び，記号で答えなさい。,O°～135°,135°～180°,O°～90°,90°～180°,,a,101P 6.6.1 図6.6.3，125P 7.3.1(2)2)② 適切な試験周波数が選定された場合，貫通ドリル穴を135°に位相をセットしたとき，外面きずは 0～ 135°，内面のきずは 135 ～180°の範囲で検出することができる。また，対比試験片の深いきずは内 外面とも，135°に近いところにプロットされる。ａ)が正しい。,
125,内挿コイルによる配管の保守検査において，きず深さを評価するのに一般に用いられているのは， 次のどれか。正しいものを選べ。,きず信号の振幅,きず信号の位相,きず信号の周波数,きず信号の周期,きず信号の実効値,b,101P 6.6.1，125P 7.3.1(2)2)② きず信号の位相情報を利用して，図6.6.3 の評価曲線により内外面の識別およびきず深さの評価(推定) を行う。(b)が正しい。,
126,渦電流探傷試験において，フィルタの設定周波数を変えなければならないのは次のいずれの場合か。 正しいものを選べ。,試験周波数を変えたとき,探傷速度を変えたとき,位相または感度を変えたとき,ブリッジバランスを変えたとき,,b,88P 6.1.9，115P 7.2.4(2)4) b）が正しい。これは，探傷速度を変えるときずなどの信号の周波数成分が変わるため。,
127,渦電流探傷装置の調整について述べたものである。正しいものを一つ選べ。,電源を投入後、直ちに行う。,試験開始の前に対比試験片を用いて探傷試験装置の調整を行う。,前日記録しておいた設定値を使い、改めて行わなくてよい。,感度調整は対比試験片を用いないで行うことも可能である。,,b,110P 7.2.3(2)，112P 7.2.4，127P 7.3.3(2) (b)が正しい。 注＞(a)は予備運転が必要。（112P 7.2.4 より）,
128,貫通プローブ用いた渦電流探傷試験における心出し調整の目的について述べたものである。正しいも のを一つ選び，記号で答えなさい。,内外面きずの位相を一定にするため。,移相器の安定性を確保するため。,試験体表面の円周方向のきず位置による感度のバラツキを無くすため。,ブリッジのバランスを安定に保つため。,,c,65P 4.5.6 図4.5.3，76P 5.6.5，91P 6.2.2，116P 7.2.4(2)6）図7.2.11 コイルに対して試験体が偏心していると，同じきずでも試験体の円周方向位置によって信号の大きさが 変わってしまうので，これを避けるために心出し調整をする。ｃ）が正しい。,
129,渦電流探傷試験に用いられる対比試験片について述べたものである。正しいものを一つ選び，記号で 答えなさい。,対比試験片は試験装置を予備運転するときのも用いられる。,対比試験片は試験体と無関係に、あらかじめ決められた形状と寸法のものである。,対比試験片は試験体の前処理において用いられる。,対比試験片は試験条件の設定および装置の正常な運転を確認するために用いられる。,,d,101P(2) 205P 10.4.4 対比試験片の使用目的の中に定められている。ｄ）が正しい。,
130,貫通プローブによる鋼管の渦電流探傷試験において用いられる対比試験片について述べたものである。 正しいものを一つ選び，記号で答えなさい。,対比試験片には試験体と同じ化学成分で同じ寸法の材料を用いれば、熱処理は原則として同じでな くてよい。,対比試験片がさび付いたときは、表面を研磨する。,加工するきずの間隔は、それぞれのきずが十分に分離して検出できる長さ以上とする。,きずの加工前に予め渦電流探傷試験を行い、基準となる雑音が発生する材料を選ぶ。,,c,101P(2) 205P 10.4.4 対比試験片の使用目的の中に定められている。ｃ）が正しい。,
131,鋼管の渦電流探傷試験に用いられる対比試験片の使用目的について述べたものである。正しいものを 一つ選び，記号で答えなさい。,予備運転時間の短縮,試験条件の設定,試験速度の向上,探傷装置の寿命延長,,b,101P(2) 205P 10.4.4 対比試験片の使用目的の中に定められている。ｂ）が正しい。,
132,次の文は探傷試験装置の調整について述べたものである。正しいものを選べ。,探傷試験を１回行う毎に、探傷器の調整と確認をしなければならない。,同種の探傷器が何台も用いられているときには、１台について調整したら、他の探傷器は全て同じ 設定とする。,調整つまみに触れて設定値がずれたときには、対比試験片を用いて再調整をしなければならない。,対比試験片を用いた探傷装置の調整は、始業時と終業時に行えばよい。,,c,113P 7.2.4(2) (a)は１回行う毎に調整する必要はない。 (b)(d)は，明らかに間違い。,
133,次の文は，内挿プローブと 2 重周波数を用いた渦電流探傷装置を使用し熱交換器の検査をする場合の 励磁周波数の設定について述べたものである。正しいものを一つ選び記号で答えよ。,伝熱管の内表面における凹凸等の雑音を消去する 場合は，基準の周波数とそれよりも 1/2～1/4 倍 程度の周波数を使用する。,支持板信号を消去する場合は，基準の周波数とそれよりも 2～4 倍程度高い周波数を使用する。,支持板信号を消去する場合は，基準の周波数と同 一で，位相が 180°異なる交流を用いる。,支持板信号を消去する場合は，基準の周波数とそれよりも 1/2～1/4 倍程度の周波数を使用する。,,d,102P 6.6.2(1) 6.6.2(1)項の解説のとおり，(d)が正しい。,
134,次の文は，内挿プローブを用いた２重周波数の渦電流探傷装置を使用する場合の，試験周波数の設定 について述べたものである。正しいものを一つ選び，記号で答えよ。,試験体の外表而における支持板等の雑音を消去する場合は。探傷のための基準の周波数とそれより も2～4 倍程度高い周波数を使用するのが一般的である。,試験体の外表面における支持板等の雑音を消去する拗合は。周波数に関係なく位相を180°回転 させた交流を加え，出力を調整する。,試験体の内表面に起因する雑音を消去する場合は，探傷のための基準の周波数とそれよりもl/2～ 1/4 程度低い周波数を使用するのか一般的である。,試験体の外表面における支持板等の雑青を消去する場合は。探傷のための基準の周波数とそれより も1/2～1/4 程度低い周波数を使用するのが一般的である。,,d,102P 6.6.2(1) 多重周波数渦電流探傷器は，渦電流の表皮深さの違いから不要信号の消去を行うものであり，内挿プロー ブを用いた場合，試験体の外表面における支持板等の雑音を消去する場合は，基準の周波数とそれよりも 1/2 ～1/4 程度低い周波数を用いる為，ａ）とｂ）は不正解である。試験体の内表面に起因する雑音を消 去する場合は，基準の周波数とそれよりも 2～4 倍程度高い周波数を使用するので，ｃ）は不正解である。 したがって，正答はｄ）となる。,
135,貫通プローブを用いる渦電流探傷試験において，試験結果報告書に記録する必要の無い項目 ．．．．．．． はどれ か。次の中から正しいものを一つ選び，記号で答えなさい。,試験技術者氏名,探傷試験装置名,探傷条件,フィルタ回路の点検結果,,d,＊必要のない項目 119P 7.2.7，133P 7.3.5(2)，179P 8.5.3(5)，217P 11.2.5 表11.2.2 検査報告書には，検査仕様・試験装置・試験条件，検査範囲，検査日時，検査責任者・検査員名および資 格，検査結果，合否判定結果などを正確に記録する。ｄ）が必要ない項目となる。,
136,次の文で誤っているもの ．．．．．．． を選べ。,ＮＤＴ手順書では、渦流探傷試験に関するすべての試験条件および手順が規定されており、そのＮ ＤＴ手順書に基づいて渦電流探傷試験を行えば、再現性のある結果が得られるものでなくてはなら ない。,試験報告書は、正式書類であり、手書きでなく、ワープロで仕上げなくてはならない。,試験報告書には、試験を実施した年月日および試験技術者の氏名を明記する。,JIS Z 2305 には、要領書に関する記述は存在しない。,ＮＤＴ仕様書は、渦流探傷試験の発注者が人札者に見積が可能なように試験内容を示した文書であ る。,b,＊誤っているもの 215P 11.2 表11.2.2 (a)○ (b)☓ (c)表11.2.2 より，〇 (d)要領書ではなく手順書となっている。○ (e)○,
